,class,object,session,im_num,im_path
107,1,1,8,3,household/cup_01_pivothead/cup_01_pivothead_ty_3.png
108,1,1,8,4,household/cup_01_pivothead/cup_01_pivothead_ty_4.png
109,1,1,8,5,household/cup_01_pivothead/cup_01_pivothead_ty_5.png
110,1,1,8,6,household/cup_01_pivothead/cup_01_pivothead_ty_6.png
111,1,1,8,7,household/cup_01_pivothead/cup_01_pivothead_ty_7.png
112,1,1,8,8,household/cup_01_pivothead/cup_01_pivothead_ty_8.png
113,1,1,8,9,household/cup_01_pivothead/cup_01_pivothead_ty_9.png
114,1,1,8,10,household/cup_01_pivothead/cup_01_pivothead_ty_10.png
115,1,1,8,11,household/cup_01_pivothead/cup_01_pivothead_ty_11.png
116,1,1,8,12,household/cup_01_pivothead/cup_01_pivothead_ty_12.png
117,1,1,8,13,household/cup_01_pivothead/cup_01_pivothead_ty_13.png
118,1,1,8,14,household/cup_01_pivothead/cup_01_pivothead_ty_14.png
119,1,1,8,15,household/cup_01_pivothead/cup_01_pivothead_ty_15.png
120,1,1,9,1,household/cup_01_pivothead/cup_01_pivothead_tz_1.png
121,1,1,9,2,household/cup_01_pivothead/cup_01_pivothead_tz_2.png
122,1,1,9,3,household/cup_01_pivothead/cup_01_pivothead_tz_3.png
123,1,1,9,4,household/cup_01_pivothead/cup_01_pivothead_tz_4.png
124,1,1,9,5,household/cup_01_pivothead/cup_01_pivothead_tz_5.png
125,1,1,9,6,household/cup_01_pivothead/cup_01_pivothead_tz_6.png
126,1,1,9,7,household/cup_01_pivothead/cup_01_pivothead_tz_7.png
127,1,1,9,8,household/cup_01_pivothead/cup_01_pivothead_tz_8.png
128,1,1,9,9,household/cup_01_pivothead/cup_01_pivothead_tz_9.png
129,1,1,9,10,household/cup_01_pivothead/cup_01_pivothead_tz_10.png
130,1,1,9,11,household/cup_01_pivothead/cup_01_pivothead_tz_11.png
131,1,1,9,12,household/cup_01_pivothead/cup_01_pivothead_tz_12.png
132,1,1,9,13,household/cup_01_pivothead/cup_01_pivothead_tz_13.png
133,1,1,9,14,household/cup_01_pivothead/cup_01_pivothead_tz_14.png
134,1,1,9,15,household/cup_01_pivothead/cup_01_pivothead_tz_15.png
135,1,1,10,1,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_1.png
136,1,1,10,2,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_2.png
137,1,1,10,3,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_3.png
138,1,1,10,4,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_4.png
139,1,1,10,5,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_5.png
140,1,1,10,6,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_6.png
141,1,1,10,7,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_7.png
142,1,1,10,8,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_8.png
143,1,1,10,9,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_9.png
144,1,1,10,10,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_10.png
145,1,1,10,11,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_11.png
146,1,1,10,12,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_12.png
147,1,1,10,13,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_13.png
148,1,1,10,14,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_14.png
149,1,1,10,15,household/cup_01_pivothead/cup_01_pivothead_hodgepodge_15.png
150,1,2,1,1,household/cup_02_pivothead/cup_02_pivothead_rxplus_1.png
151,1,2,1,2,household/cup_02_pivothead/cup_02_pivothead_rxplus_2.png
152,1,2,1,3,household/cup_02_pivothead/cup_02_pivothead_rxplus_3.png
153,1,2,1,4,household/cup_02_pivothead/cup_02_pivothead_rxplus_4.png
154,1,2,1,5,household/cup_02_pivothead/cup_02_pivothead_rxplus_5.png
155,1,2,1,6,household/cup_02_pivothead/cup_02_pivothead_rxplus_6.png
156,1,2,1,7,household/cup_02_pivothead/cup_02_pivothead_rxplus_7.png
157,1,2,1,8,household/cup_02_pivothead/cup_02_pivothead_rxplus_8.png
158,1,2,1,9,household/cup_02_pivothead/cup_02_pivothead_rxplus_9.png
159,1,2,1,10,household/cup_02_pivothead/cup_02_pivothead_rxplus_10.png
160,1,2,1,11,household/cup_02_pivothead/cup_02_pivothead_rxplus_11.png
161,1,2,1,12,household/cup_02_pivothead/cup_02_pivothead_rxplus_12.png
162,1,2,1,13,household/cup_02_pivothead/cup_02_pivothead_rxplus_13.png
163,1,2,1,14,household/cup_02_pivothead/cup_02_pivothead_rxplus_14.png
164,1,2,1,15,household/cup_02_pivothead/cup_02_pivothead_rxplus_15.png
165,1,2,2,1,household/cup_02_pivothead/cup_02_pivothead_ryplus_1.png
166,1,2,2,2,household/cup_02_pivothead/cup_02_pivothead_ryplus_2.png
167,1,2,2,3,household/cup_02_pivothead/cup_02_pivothead_ryplus_3.png
168,1,2,2,4,household/cup_02_pivothead/cup_02_pivothead_ryplus_4.png
169,1,2,2,5,household/cup_02_pivothead/cup_02_pivothead_ryplus_5.png
170,1,2,2,6,household/cup_02_pivothead/cup_02_pivothead_ryplus_6.png
171,1,2,2,7,household/cup_02_pivothead/cup_02_pivothead_ryplus_7.png
172,1,2,2,8,household/cup_02_pivothead/cup_02_pivothead_ryplus_8.png
173,1,2,2,9,household/cup_02_pivothead/cup_02_pivothead_ryplus_9.png
174,1,2,2,10,household/cup_02_pivothead/cup_02_pivothead_ryplus_10.png
175,1,2,2,11,household/cup_02_pivothead/cup_02_pivothead_ryplus_11.png
176,1,2,2,12,household/cup_02_pivothead/cup_02_pivothead_ryplus_12.png
177,1,2,2,13,household/cup_02_pivothead/cup_02_pivothead_ryplus_13.png
178,1,2,2,14,household/cup_02_pivothead/cup_02_pivothead_ryplus_14.png
179,1,2,2,15,household/cup_02_pivothead/cup_02_pivothead_ryplus_15.png
180,1,2,3,1,household/cup_02_pivothead/cup_02_pivothead_rzplus_1.png
181,1,2,3,2,household/cup_02_pivothead/cup_02_pivothead_rzplus_2.png
182,1,2,3,3,household/cup_02_pivothead/cup_02_pivothead_rzplus_3.png
183,1,2,3,4,household/cup_02_pivothead/cup_02_pivothead_rzplus_4.png
184,1,2,3,5,household/cup_02_pivothead/cup_02_pivothead_rzplus_5.png
185,1,2,3,6,household/cup_02_pivothead/cup_02_pivothead_rzplus_6.png
186,1,2,3,7,household/cup_02_pivothead/cup_02_pivothead_rzplus_7.png
187,1,2,3,8,household/cup_02_pivothead/cup_02_pivothead_rzplus_8.png
188,1,2,3,9,household/cup_02_pivothead/cup_02_pivothead_rzplus_9.png
189,1,2,3,10,household/cup_02_pivothead/cup_02_pivothead_rzplus_10.png
190,1,2,3,11,household/cup_02_pivothead/cup_02_pivothead_rzplus_11.png
191,1,2,3,12,household/cup_02_pivothead/cup_02_pivothead_rzplus_12.png
192,1,2,3,13,household/cup_02_pivothead/cup_02_pivothead_rzplus_13.png
193,1,2,3,14,household/cup_02_pivothead/cup_02_pivothead_rzplus_14.png
194,1,2,3,15,household/cup_02_pivothead/cup_02_pivothead_rzplus_15.png
195,1,2,4,1,household/cup_02_pivothead/cup_02_pivothead_rxminus_1.png
196,1,2,4,2,household/cup_02_pivothead/cup_02_pivothead_rxminus_2.png
197,1,2,4,3,household/cup_02_pivothead/cup_02_pivothead_rxminus_3.png
198,1,2,4,4,household/cup_02_pivothead/cup_02_pivothead_rxminus_4.png
199,1,2,4,5,household/cup_02_pivothead/cup_02_pivothead_rxminus_5.png
200,1,2,4,6,household/cup_02_pivothead/cup_02_pivothead_rxminus_6.png
201,1,2,4,7,household/cup_02_pivothead/cup_02_pivothead_rxminus_7.png
202,1,2,4,8,household/cup_02_pivothead/cup_02_pivothead_rxminus_8.png
203,1,2,4,9,household/cup_02_pivothead/cup_02_pivothead_rxminus_9.png
204,1,2,4,10,household/cup_02_pivothead/cup_02_pivothead_rxminus_10.png
205,1,2,4,11,household/cup_02_pivothead/cup_02_pivothead_rxminus_11.png
206,1,2,4,12,household/cup_02_pivothead/cup_02_pivothead_rxminus_12.png
207,1,2,4,13,household/cup_02_pivothead/cup_02_pivothead_rxminus_13.png
208,1,2,4,14,household/cup_02_pivothead/cup_02_pivothead_rxminus_14.png
209,1,2,4,15,household/cup_02_pivothead/cup_02_pivothead_rxminus_15.png
210,1,2,5,1,household/cup_02_pivothead/cup_02_pivothead_ryminus_1.png
211,1,2,5,2,household/cup_02_pivothead/cup_02_pivothead_ryminus_2.png
212,1,2,5,3,household/cup_02_pivothead/cup_02_pivothead_ryminus_3.png
213,1,2,5,4,household/cup_02_pivothead/cup_02_pivothead_ryminus_4.png
214,1,2,5,5,household/cup_02_pivothead/cup_02_pivothead_ryminus_5.png
215,1,2,5,6,household/cup_02_pivothead/cup_02_pivothead_ryminus_6.png
216,1,2,5,7,household/cup_02_pivothead/cup_02_pivothead_ryminus_7.png
217,1,2,5,8,household/cup_02_pivothead/cup_02_pivothead_ryminus_8.png
218,1,2,5,9,household/cup_02_pivothead/cup_02_pivothead_ryminus_9.png
219,1,2,5,10,household/cup_02_pivothead/cup_02_pivothead_ryminus_10.png
220,1,2,5,11,household/cup_02_pivothead/cup_02_pivothead_ryminus_11.png
221,1,2,5,12,household/cup_02_pivothead/cup_02_pivothead_ryminus_12.png
222,1,2,5,13,household/cup_02_pivothead/cup_02_pivothead_ryminus_13.png
223,1,2,5,14,household/cup_02_pivothead/cup_02_pivothead_ryminus_14.png
224,1,2,5,15,household/cup_02_pivothead/cup_02_pivothead_ryminus_15.png
225,1,2,6,1,household/cup_02_pivothead/cup_02_pivothead_rzminus_1.png
226,1,2,6,2,household/cup_02_pivothead/cup_02_pivothead_rzminus_2.png
227,1,2,6,3,household/cup_02_pivothead/cup_02_pivothead_rzminus_3.png
228,1,2,6,4,household/cup_02_pivothead/cup_02_pivothead_rzminus_4.png
229,1,2,6,5,household/cup_02_pivothead/cup_02_pivothead_rzminus_5.png
230,1,2,6,6,household/cup_02_pivothead/cup_02_pivothead_rzminus_6.png
231,1,2,6,7,household/cup_02_pivothead/cup_02_pivothead_rzminus_7.png
232,1,2,6,8,household/cup_02_pivothead/cup_02_pivothead_rzminus_8.png
233,1,2,6,9,household/cup_02_pivothead/cup_02_pivothead_rzminus_9.png
234,1,2,6,10,household/cup_02_pivothead/cup_02_pivothead_rzminus_10.png
235,1,2,6,11,household/cup_02_pivothead/cup_02_pivothead_rzminus_11.png
236,1,2,6,12,household/cup_02_pivothead/cup_02_pivothead_rzminus_12.png
237,1,2,6,13,household/cup_02_pivothead/cup_02_pivothead_rzminus_13.png
238,1,2,6,14,household/cup_02_pivothead/cup_02_pivothead_rzminus_14.png
239,1,2,6,15,household/cup_02_pivothead/cup_02_pivothead_rzminus_15.png
240,1,2,7,1,household/cup_02_pivothead/cup_02_pivothead_tx_1.png
241,1,2,7,2,household/cup_02_pivothead/cup_02_pivothead_tx_2.png
242,1,2,7,3,household/cup_02_pivothead/cup_02_pivothead_tx_3.png
243,1,2,7,4,household/cup_02_pivothead/cup_02_pivothead_tx_4.png
244,1,2,7,5,household/cup_02_pivothead/cup_02_pivothead_tx_5.png
245,1,2,7,6,household/cup_02_pivothead/cup_02_pivothead_tx_6.png
246,1,2,7,7,household/cup_02_pivothead/cup_02_pivothead_tx_7.png
247,1,2,7,8,household/cup_02_pivothead/cup_02_pivothead_tx_8.png
248,1,2,7,9,household/cup_02_pivothead/cup_02_pivothead_tx_9.png
249,1,2,7,10,household/cup_02_pivothead/cup_02_pivothead_tx_10.png
250,1,2,7,11,household/cup_02_pivothead/cup_02_pivothead_tx_11.png
251,1,2,7,12,household/cup_02_pivothead/cup_02_pivothead_tx_12.png
252,1,2,7,13,household/cup_02_pivothead/cup_02_pivothead_tx_13.png
253,1,2,7,14,household/cup_02_pivothead/cup_02_pivothead_tx_14.png
254,1,2,7,15,household/cup_02_pivothead/cup_02_pivothead_tx_15.png
255,1,2,8,1,household/cup_02_pivothead/cup_02_pivothead_ty_1.png
256,1,2,8,2,household/cup_02_pivothead/cup_02_pivothead_ty_2.png
257,1,2,8,3,household/cup_02_pivothead/cup_02_pivothead_ty_3.png
258,1,2,8,4,household/cup_02_pivothead/cup_02_pivothead_ty_4.png
259,1,2,8,5,household/cup_02_pivothead/cup_02_pivothead_ty_5.png
260,1,2,8,6,household/cup_02_pivothead/cup_02_pivothead_ty_6.png
261,1,2,8,7,household/cup_02_pivothead/cup_02_pivothead_ty_7.png
262,1,2,8,8,household/cup_02_pivothead/cup_02_pivothead_ty_8.png
263,1,2,8,9,household/cup_02_pivothead/cup_02_pivothead_ty_9.png
264,1,2,8,10,household/cup_02_pivothead/cup_02_pivothead_ty_10.png
265,1,2,8,11,household/cup_02_pivothead/cup_02_pivothead_ty_11.png
266,1,2,8,12,household/cup_02_pivothead/cup_02_pivothead_ty_12.png
267,1,2,8,13,household/cup_02_pivothead/cup_02_pivothead_ty_13.png
268,1,2,8,14,household/cup_02_pivothead/cup_02_pivothead_ty_14.png
269,1,2,8,15,household/cup_02_pivothead/cup_02_pivothead_ty_15.png
270,1,2,9,1,household/cup_02_pivothead/cup_02_pivothead_tz_1.png
271,1,2,9,2,household/cup_02_pivothead/cup_02_pivothead_tz_2.png
272,1,2,9,3,household/cup_02_pivothead/cup_02_pivothead_tz_3.png
273,1,2,9,4,household/cup_02_pivothead/cup_02_pivothead_tz_4.png
274,1,2,9,5,household/cup_02_pivothead/cup_02_pivothead_tz_5.png
275,1,2,9,6,household/cup_02_pivothead/cup_02_pivothead_tz_6.png
276,1,2,9,7,household/cup_02_pivothead/cup_02_pivothead_tz_7.png
277,1,2,9,8,household/cup_02_pivothead/cup_02_pivothead_tz_8.png
278,1,2,9,9,household/cup_02_pivothead/cup_02_pivothead_tz_9.png
279,1,2,9,10,household/cup_02_pivothead/cup_02_pivothead_tz_10.png
280,1,2,9,11,household/cup_02_pivothead/cup_02_pivothead_tz_11.png
281,1,2,9,12,household/cup_02_pivothead/cup_02_pivothead_tz_12.png
282,1,2,9,13,household/cup_02_pivothead/cup_02_pivothead_tz_13.png
283,1,2,9,14,household/cup_02_pivothead/cup_02_pivothead_tz_14.png
284,1,2,9,15,household/cup_02_pivothead/cup_02_pivothead_tz_15.png
285,1,2,10,1,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_1.png
286,1,2,10,2,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_2.png
287,1,2,10,3,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_3.png
288,1,2,10,4,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_4.png
289,1,2,10,5,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_5.png
290,1,2,10,6,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_6.png
291,1,2,10,7,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_7.png
292,1,2,10,8,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_8.png
293,1,2,10,9,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_9.png
294,1,2,10,10,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_10.png
295,1,2,10,11,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_11.png
296,1,2,10,12,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_12.png
297,1,2,10,13,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_13.png
298,1,2,10,14,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_14.png
299,1,2,10,15,household/cup_02_pivothead/cup_02_pivothead_hodgepodge_15.png
300,1,3,1,1,household/cup_03_pivothead/cup_03_pivothead_rxplus_1.png
301,1,3,1,2,household/cup_03_pivothead/cup_03_pivothead_rxplus_2.png
302,1,3,1,3,household/cup_03_pivothead/cup_03_pivothead_rxplus_3.png
303,1,3,1,4,household/cup_03_pivothead/cup_03_pivothead_rxplus_4.png
304,1,3,1,5,household/cup_03_pivothead/cup_03_pivothead_rxplus_5.png
305,1,3,1,6,household/cup_03_pivothead/cup_03_pivothead_rxplus_6.png
306,1,3,1,7,household/cup_03_pivothead/cup_03_pivothead_rxplus_7.png
307,1,3,1,8,household/cup_03_pivothead/cup_03_pivothead_rxplus_8.png
308,1,3,1,9,household/cup_03_pivothead/cup_03_pivothead_rxplus_9.png
309,1,3,1,10,household/cup_03_pivothead/cup_03_pivothead_rxplus_10.png
310,1,3,1,11,household/cup_03_pivothead/cup_03_pivothead_rxplus_11.png
311,1,3,1,12,household/cup_03_pivothead/cup_03_pivothead_rxplus_12.png
312,1,3,1,13,household/cup_03_pivothead/cup_03_pivothead_rxplus_13.png
313,1,3,1,14,household/cup_03_pivothead/cup_03_pivothead_rxplus_14.png
314,1,3,1,15,household/cup_03_pivothead/cup_03_pivothead_rxplus_15.png
315,1,3,2,1,household/cup_03_pivothead/cup_03_pivothead_ryplus_1.png
316,1,3,2,2,household/cup_03_pivothead/cup_03_pivothead_ryplus_2.png
317,1,3,2,3,household/cup_03_pivothead/cup_03_pivothead_ryplus_3.png
318,1,3,2,4,household/cup_03_pivothead/cup_03_pivothead_ryplus_4.png
319,1,3,2,5,household/cup_03_pivothead/cup_03_pivothead_ryplus_5.png
320,1,3,2,6,household/cup_03_pivothead/cup_03_pivothead_ryplus_6.png
321,1,3,2,7,household/cup_03_pivothead/cup_03_pivothead_ryplus_7.png
322,1,3,2,8,household/cup_03_pivothead/cup_03_pivothead_ryplus_8.png
323,1,3,2,9,household/cup_03_pivothead/cup_03_pivothead_ryplus_9.png
324,1,3,2,10,household/cup_03_pivothead/cup_03_pivothead_ryplus_10.png
325,1,3,2,11,household/cup_03_pivothead/cup_03_pivothead_ryplus_11.png
326,1,3,2,12,household/cup_03_pivothead/cup_03_pivothead_ryplus_12.png
327,1,3,2,13,household/cup_03_pivothead/cup_03_pivothead_ryplus_13.png
328,1,3,2,14,household/cup_03_pivothead/cup_03_pivothead_ryplus_14.png
329,1,3,2,15,household/cup_03_pivothead/cup_03_pivothead_ryplus_15.png
330,1,3,3,1,household/cup_03_pivothead/cup_03_pivothead_rzplus_1.png
331,1,3,3,2,household/cup_03_pivothead/cup_03_pivothead_rzplus_2.png
332,1,3,3,3,household/cup_03_pivothead/cup_03_pivothead_rzplus_3.png
333,1,3,3,4,household/cup_03_pivothead/cup_03_pivothead_rzplus_4.png
334,1,3,3,5,household/cup_03_pivothead/cup_03_pivothead_rzplus_5.png
335,1,3,3,6,household/cup_03_pivothead/cup_03_pivothead_rzplus_6.png
336,1,3,3,7,household/cup_03_pivothead/cup_03_pivothead_rzplus_7.png
337,1,3,3,8,household/cup_03_pivothead/cup_03_pivothead_rzplus_8.png
338,1,3,3,9,household/cup_03_pivothead/cup_03_pivothead_rzplus_9.png
339,1,3,3,10,household/cup_03_pivothead/cup_03_pivothead_rzplus_10.png
340,1,3,3,11,household/cup_03_pivothead/cup_03_pivothead_rzplus_11.png
341,1,3,3,12,household/cup_03_pivothead/cup_03_pivothead_rzplus_12.png
342,1,3,3,13,household/cup_03_pivothead/cup_03_pivothead_rzplus_13.png
